IDCONO|IDSUNO|IDSUTY|IDSUNM|IDALSU|IDSTAT|IDCORG|IDCOR2|IDLNCD|IDPHNO|IDPHN2|IDTLNO|IDTFNO|IDCSCD|IDECAR|IDDTFM|IDEDIT|IDVRNO|IDSUCO|IDSUAL|IDSUCM|IDMEPF|IDPODA|IDCFI1|IDCFI2|IDCFI3|IDCFI4|IDCFI5|IDHAFE|IDDESV|IDTIZO|IDFWSC|IDTXID|IDRGDT|IDRGTM|IDLMDT|IDCHNO|IDCHID|IDPPIN|IDLMTS|IDGEOC|IDRASN
1|63047|0|OFFICE FURNITURE SOURCE|OFFICE FUR|20|||GB|972 242 1700||||US||DMY|||||||0|FACILITIES|0|||||GB|||205309|20170119|154810|20170515|182|LEIF|0|1494842356073|0|
1|63048|0|FREDRIKS AS|FREDRIKS A|20|||GB|47 51 89 01 54||||NO||DMY|||||||0|OTHERS|0|||||GB|||205312|20170119|162407|20170119|181|LNGO|0|1484872779367|0|
1|63049|0|ARR MARR S.A.|ARR MARR S|20|||GB|+48797701403||||PL||DMY||8170005093|||||0|ITSYSTEMS|0|||||GB|||205359|20170120|25211|20170120|4|MBORE|0|1484909631417|0|
1|63050|0|INTERNATIONAL BUSINESS VERLAG|INTERNATIO|20|||GB|49 5971 92161 0|||49 5971 92161 85|DE||DMY|||||||0|OTHERS|0|||||GB|||205504|20170123|120141|20170123|185|LNGO|0|1485212853899|0|
1|63051|0|DREW COOKS! CATERING LTD|DREW COOKS|20|||GB|604 568 9258|||604 239 2159|CA||DMY||828410704RT0001|||||0|FACILITIES|0|||||GB|||205529|20170123|153506|20170123|188|LNGO|0|1485214627615|0|
1|63052|0|AIR RES AVIATION SP. Z.O.O.|AIR RES AV|20|||GB|+48177723345||||PL||DMY||PL5170311629|||||0|OTHERS|0|||||GB|||205954|20170124|32258|20170130|8|MBORE|0|1485848984156|0|
1|63053|0|BOLLORE LOGISTICS CANADA INC|BOLLORE LO|20|||GB|604-207-2421|||604-207-2459|CA||DMY|||||||0|FREIGHT|0|||||GB|||0|20170124|102832|20170124|191|YSHAM|0|1485282638263|0|
1|63054|0|PERELLA WEINBERG PARTNERS|PERELLA WE|20|||GB|212-287-3200|||212-287-3201|US||DMY|||||||0|BPROF|0|||||GB|||0|20170125|93821|20170125|197|YSHAM|0|1485366561260|0|
1|63055|0|AXACTOR NORWAY AS|AXACTOR NO|20|||GB|47 5169 5002||||NO||DMY||911 831 392 MVA|||||0|PROFSERV|0|||||GB|||205668|20170125|101158|20260721|203|PANDERSON|0|1784670558531|0|
1|63056|0|AERIAL VIEW SYSTEMS|AERIAL VIE|20|||GB|+1 71 4890 8200|||+1 714 890 8209|US||DMY|||||||0|OEMOTHERS|0|||||GB|||205674|20170126|2307|20170126|4|LEIF|0|1485419396104|0|
1|63057|0|GASTOPS LTD  (MOUNT PEARL - NL)|GASTOPS LT|20|||GB|+1 613 744 3530|||+1 709 748 8771|CA||DMY|||||||0|OEMOTHERS|0|||||GB|||205681|20170126|23211|20170126|5|LEIF|0|1485427102163|0|
1|63058|0|ANGUS MACGILLIVRAY|ANGUS MACG|20|||GB|778 968 5940||||CA||DMY||831607163RT0001|||||0|FACILITIES|0|||||GB|||205759|20170126|103923|20170126|203|LNGO|0|1485456187398|0|
1|63059|0|ALEKTUM AS|ALEKTUM AS|20|||GB|47 22403346||||NO||DMY|||||||0|PROFSERV|0|||||GB|||205777|20170126|105043|20170126|206|LNGO|0|1485456721800|0|
1|63060|0|SANDLER TRAVIS & ROSENBERG|SANDLER TR|20|||GB|305 267 9200|||305 267 5155|US||DMY||59-2027519|||||0|PROFSERV|0|||||GB|||205849|20170127|150251|20170127|211|LNGO|0|1485558368186|0|
1|63061|0|BOS DEFENCE & SECURITY AS|BOS DEFENC|20|||GB|+4741664993|||+4767926266|NO||DMY||NO946183253MVA|||||0|OTHERS|0|||||GB|||205956|20170130|31124|20260721|11|PANDERSON|0|1784670574689|0|
1|63062|0|FIRMA CATERINGOWA SOWRAD KONRAD SOWA|FIRMA CATE|20|||GB|+48691221808||||PL||DMY||5170301826|||||0|OTHERS|0|||||GB|||205960|20170130|31910|20170130|4|MBORE|0|1485775248892|0|
1|63063|0|REVOLUTION 3D PRINTERS|REVOLUTION|20|||GB|877 269 5510|||877 269 5510|CA||DMY||843749771|||||0|ITSYSTEMS|0|||||GB|||205986|20170130|142307|20170130|214|LNGO|0|1485815080781|0|
1|63064|0|ORCA AIRWAYS LTD|ORCA AIRWA|90|||GB|||||CA||DMY||857358030|||||0|FACILITIES|0|||||GB|||205990|20170130|183810|20210409|219|LNGO|0|1617982973833|0|
1|63065|0|SOUTH SQUARE BARRISTERS|SOUTH SQUA|20|||GB|020 7696 9900|||020 7696 9911|GB||DMY|||||||0|OCPROF|0|||||GB|||205993|20170130|185204|20170410|225|YSHAM|0|1491863542286|0|
1|63066|0|DEPINNA NOTARIES|DEPINNA NO|20|||GB|+44(0)2072082900|||+44(0)2072080066|GB||DMY|||||||0|PROFSERV|0|||||GB|||0|20170130|190412|20170130|227|YSHAM|0|1485831939398|0|
1|63067|0|TRAVERS SMITH LLP|TRAVERS SM|20|||GB|+44(0)2072953482||||GB||DMY||GB243650572|||||0|SPPROF|0|||||GB|||0|20170131|121107|20170131|235|YSHAM|0|1485900896519|0|
1|63068|0|HAAVIND AS|HAAVIND AS|20|||GB|+47 22433000|||+47 22433001|NO||DMY|||||||0|SPPROF|0|||||GB|||0|20170131|121329|20170131|238|YSHAM|0|1485900912807|0|
1|63069|0|HOGAN|HOGAN|20|||GB|||||US||DMY|||||||0|PROFSERV|0|||||GB|||0|20170131|150048|20170131|243|YSHAM|0|1485903696637|0|
1|63070|0|TEEMA SOLUTIONS GROUP INC|TEEMA SOLU|20|||GB|||||CA||DMY||826791691|||||0|PROFSERV|0|||||GB|||0|20170131|150506|20170131|247|LNGO|0|1485904032196|0|
1|63071|0|GENERAL ELECTRIC COMPANY ( GEAE )|GENERAL EL|20|||GB|||||US||DMY|||||||0|FACILITIES|0|||||GB|||206097|20170131|160142|20170201|252|LNGO|0|1485997786024|0|
1|63072|0|HUDSON GLOBAL RESOURCES (SINGAPORE)|HUDSON GLO|20|||GB|6564305594|||6563396355|SG||DMY|||||||0|PROFSERV|0|||||GB|||206178|20170201|170658|20170201|255|LNGO|0|1485997849815|0|
1|63073|0|CELERGO LLC|CELERGO LL|20|||GB|||||US||DMY|||||||0|PAYROLL|0|||||GB|||206221|20170202|120013|20260721|263|PANDERSON|0|1784670581066|0|
1|63074|0|KTL COMMUNICATIONS|KTL COMMUN|20|||GB|4014890895||||US||DMY|||||||0|PROFSERV|0|||||GB|||206227|20170202|164807|20170202|262|LNGO|0|1486083113518|0|
1|63075|0|SUNSHINE PATIO COVER & SUNROOM|SUNSHINE P|20|||GB|604-232-0781|||604-232-0895|CA||DMY||808260095|||||0|FACILITIES|0|||||GB|||0|20170203|131324|20170203|267|YSHAM|0|1486156490149|0|
1|63076|0|MID CONTINENT CONTROLS INC.|MID CONTIN|20|||GB|+1 316 789 0088|||+1 316 789 0072|US||DMY|||||||0|OEMOTHERS|0|||||GB|||206378|20170206|13659|20170206|4|LEIF|0|1486374125060|0|
1|63077|0|JENS GUNDERSEN A/S ( USE#41682)|JENS GUNDE|90|||GB|22 02 69 90||||NO||DMY|||||||0|OEMOTHERS|0|||||GB|||206424|20170206|153904|20170207|271|LNGO|0|1486496940413|0|
1|63078|0|KENNETH SWARTZ|KENNETH SW|20|||GB|416 836 7094||||US||DMY|||||||0|PROFSERV|0|||||GB|||206486|20170207|92348|20170207|273|LNGO|0|1486488350386|0|
1|63079|0|GOLDEN LLC|GOLDEN LLC|20|||GB|||||US||DMY|||||||0|HRBENEFIT|0|||||GB|||0|20170207|93102|20170207|273|YSHAM|0|1486490239661|0|
1|63080|0|HUNTER WOOD|HUNTER WOO|20|||GB|604 812 4115||||CA||DMY||83101 1986|||||0|FACILITIES|0|||||GB|||206492|20170207|100713|20170207|276|LNGO|0|1486490921943|0|
1|63081|0|KIWA TEKNOLOGISK INSTITUTT AS|KIWA TEKNO|90|||GB|+4722865000|||+4722724502|NO||DMY||NO942340680MVA|||||0|OTHERS|0|||||GB|||206532|20170208|5545|20170208|4|JIRA13199|0|1486544259302|0|
1|63082|0|RZESZOWSKA AGENCJA ROZWOJU REGIONALN|RARR S.A.|20|||GB|+48177736844|||+48178520611|PL||DMY||8130010538|||||0|OTHERS|0|||||GB|||206620|20170209|3711|20210727|9|LBALLINT|0|1627397224955|0|
1|63083|0|AEROPARTS JAKUB KOPERA|AEROPARTS|90|||GB|+48 17 7881534||||PL||DMY||8172039765|||||0|OTHERS|0|||||GB|||206637|20170209|32611|20260721|20|PANDERSON|0|1784670572955|0|
1|63084|0|UPPER VALLEY AVIATION LTD|UPPER VALL|20|||GB|+1 604 792 0735|||+1 604 792 0819|CA||DMY|.||||||0|OEMOTHERS|0|||||GB|||206643|20170209|42301|20190526|6|JIRA9957|0|1529112615649|0|
1|63085|0|JETSTAR PARTNERS INC|JETSTAR PA|20|||GB|||||US||DMY|||||||0|ITSYSTEMS|0|||||GB|||0|20170209|113421|20190526|280|JIRA9957|0|1486668924296|0|
1|63086|0|MOUNTAIN VISTA HEALTH CENTRE|MOUNTAIN V|20|||GB|604 931 5513||||CA||DMY||896724077|||||0|HRBENEFIT|0|||||GB|||0|20170209|145822|20170209|283|LNGO|0|1486681181503|0|
1|63087|0|ATCO STRUCTURES & LOGISTICS|ATCO STRUC|20|||GB|403 662 8500|403 727 2365|||CA||DMY||R139829394|||||0|FACILITIES|0|||||GB|||0|20170214|112432|20170214|286|LNGO|0|1487100522684|0|
1|63088|0|GLOBAL LEADERS IN LAW|GLOBAL LEA|20|||GB|||||GB||DMY|||||||0|PROFSERV|0|||||GB|||0|20170214|153432|20170215|291|YSHAM|0|1487202810997|0|
1|63089|0|AMAZON WEB SERVICES, INC|AMAZON WEB|20|||GB|||||US||DMY|||||||0|ITSYSTEMS|0|||||GB|||287532|20170215|134754|20260721|293|PANDERSON|0|1784670562493|0|
1|63090|0|BG MACHINE WORKS INC.|BG MACHINE|20|||GB|+1 604 523 8373|||+1 604 523 8374|CA||DMY|||||||0|OEMOTHERS|0|||||GB|||207084|20170215|223026|20170426|5|LNGO|0|1493242232519|0|
1|63091|0|EMBRAEND - EMPRESA BRASILEIRA DE ENS|EMBRAEND -|20|||GB|+31 3623 7332|||+31 3623 7332|BR||DMY|||||||0|OEMOTHERS|0|||||GB|||207088|20170216|225|20170222|7|VASOUZA|0|1487784793831|0|
1|63092|0|SERENE GHUMAN|SERENE GHU|20|||GB|735-212-292||||CA||DMY|||||||0|PROFSERV|0|||||GB|||0|20170217|170707|20170217|295|YSHAM|0|1487380110342|0|
1|63093|0|LECHENE, INIGUEZ & PARTNERS, SL|LECHENE, I|20|||GB|+34 616025565|+34 691436655|||ES||DMY|||||||0|LEGAL|0|||||GB|||0|20170220|112758|20170220|300|JIRA11473|0|1487618971280|0|
1|63094|0|ROADWAY TOWING LTD|ROADWAY TO|20|||GB|604 591 3992|||604 940 1793|CA||DMY|||||||0|FACILITIES|0|||||GB|||207334|20170220|135041|20260721|304|PANDERSON|0|1784670580964|0|
1|63095|0|SIDLEY AUSTIN LLP|SIDLEY AUS|20|||GB|312-853-7000|||312-853-7036|US||DMY|||||||0|BPROF|0|||||GB|||0|20170220|143704|20170220|307|YSHAM|0|1487630285604|0|
1|63096|0|POLSKIE LINIE LOTNICZE LOT S.A.|LOT POLISH|20|||GB|+48226068162|||+48226069905|PL||DMY||5220002334|||||0|TRAINING|0|||||GB|||207477|20170221|234429|20210512|7|ELABUDDA|0|1620827580562|0|
1|63097|0|CADEAU CONCEPTEN BV|CADEAU CON|20|||GB|31 0 20 261 24 8||||NL||DMY|||||||0|FACILITIES|0|||||GB|||207583|20170222|85808|20170222|310|LNGO|0|1487782894279|0|
1|63098|0|VISMA  AMILI|VISMA|20|||GB|||||NO||DMY|||||||0|OTHERS|0|||||GB|||207624|20170222|161923|20260721|318|PANDERSON|0|1784670557597|0|
1|63099|0|PRATT & WHITNEY CANADA CSC EUROPE|PRATT & WH|20|||GB|+49 33 78 824808||||DE||DMY|||||||0|OEMOTHERS|0|||||GB|||207642|20170223|20421|20260721|11|PANDERSON|0|1784670574545|0|
1|63100|0|BRAMMER S.A.|BRAMMER S.|90|||GB|+48667601154||||PL||DMY||8141408345|||||0|OEMOTHERS|0|||||GB|||207704|20170224|24629|20230316|6|AYUN|0|1678994717127|0|
1|63101|0|BANGKOK FREIGHT FORWARDERS CO. LTD|BANGKOK FR|20|||GB|02-738-8630|02-738-8755||02-738-8762|TH||DMY|||||||0|FREIGHT|0|||||GB|||0|20170224|172306|20170224|319|YSHAM|0|1487986040088|0|
1|63102|0|MOURANT OZANNES|MOURANT OZ|20|||GB|+1345 949 4123|||+1345 949 4647|KY||DMY|||||||0|BPROF|0|||||GB|||0|20170228|112951|20170228|322|YSHAM|0|1488310277011|0|
1|63103|0|HEISKONTROLLEN AS|HEISKONTRO|20|||GB|47 22 18 45 80||||NO||DMY|||||||0|FACILITIES|0|||||GB|||207985|20170228|133129|20260721|326|PANDERSON|0|1784670578948|0|
1|63104|0|EUROCERT|EUROCERT|20|||GB|||||PL||DMY|||||||0|ITSYSTEMS|0|||||GB|||207988|20170228|142114|20170228|331|LNGO|0|1488320743750|0|
1|63105|0|KING INDUSTRIES, INC|KING INDUS|20|||GB|1 203 866 5551|||1 203 866 1268|US||DMY|||||||0|OEMOTHERS|0|||||GB|||207993|20170228|231755|20170228|4|LEIF|0|1488353141487|0|
1|63106|0|VARIDESK LLC|VARIDESK L|20|||GB|800 207 2587||||US||DMY|||||||0|FACILITIES|0|||||GB|||208018|20170301|143056|20170301|334|LNGO|0|1488407530000|0|
1|63107|0|ONKENHOUT & ONKENHOUT BV|ONKENHOUT|20|||GB|+31 20 660 0200|||+31 20 690 4246|NL||DMY|||||||0|OEMOTHERS|0|||||GB|||208026|20170301|222338|20170301|4|LEIF|0|1488436336669|0|
1|63108|0|MEISLE AS|MEISLE AS|20|||GB|+47 412 35 259||||NO||DMY|||||||0|OEMOTHERS|0|||||GB|||208046|20170302|15847|20260721|5|PANDERSON|0|1784670584779|0|
1|63109|0|LONG VIEW SYSTEMS (US) CORP|LONG VIEW|20|||GB|303 729 2200|866-515-6900||303 292 2218|US||DMY|||||||0|ITSYSTEMS|0|||||GB|||208092|20170302|153745|20170302|339|LNGO|0|1488499093323|0|
1|63110|0|MOORE STEPHENS MWM INC|MOORE STEP|20|||GB|27 0 11 544 0700||||ZA||DMY|||||||0|PROFSERV|0|||||GB|||208095|20170302|155912|20170302|343|LNGO|0|1488499357460|0|
1|63111|0|AAR AEROSTRUCTURES & INTERIORS|AAR AEROST|20|||GB|1 727 533 3270|1 727 533 3204||1 727 533 3204|US||DMY|||||||0|OEMOTHERS|0|||||GB|||208298|20170306|225627|20170606|8|LEIF|0|1496747640879|0|
1|63112|0|CHARTERED PROFESSIONAL ACCOUNTANT BC|CHARTERED|20|||GB|604-872-7222|||604-681-1523|CA||DMY|||||||0|PROFSERV|0|||||GB|||0|20170307|125020|20170307|348|YSHAM|0|1488920019288|0|
1|63113|0|CHANCERY CHAMBERS ATTORNEYS AT LAW|CHANCERY C|20|||GB|||||BB||DMY|||||||0|SPPROF|0|||||GB|||0|20170307|131756|20170307|353|YSHAM|0|1488921739614|0|
1|63114|0|FLITE PATH PTY LTD|FLITE PATH|20|||GB|+61 2 4722 6711|||+61 2 4722 6755|AU||DMY|||||||0|OEMOTHERS|0|||||GB|||208504|20170309|12435|20170309|4|LEIF|0|1489051800961|0|
1|63115|0|ULTIMA INDEPENDENT ASSESSMENTS CORP|ULTIMA IND|20|||GB|604 678 3363||||CA||DMY|||||||0|HRBENEFIT|0|||||GB|||0|20170309|143923|20170309|356|LNGO|0|1489099286694|0|
1|63116|0|COLLIGENT NORGE AS|COLLIGENT|20|||GB|47 22 90 01 00|||47 22 90 01 01|NO||DMY|||||||0|PROFSERV|0|||||GB|||208561|20170309|151935|20170309|359|LNGO|0|1489101661263|0|
1|63117|0|KPMG SAMJONG ACCOUNTING CORP. TAX|KPMG SAMJO|20|||GB|82 2 2112 0900|||82 2 2112 0902|KR||DMY|||||||0|PROFSERV|0|||||GB|||208561|20170313|172845|20170313|364|LNGO|0|1489451587547|0|
1|63118|0|ROGALAND ELEKTROSERVICE AS|ROGALAND E|20|||GB|47 51 97 11 90||||NO||DMY|||||||0|FACILITIES|0|||||GB|||208700|20170314|102456|20170314|368|LNGO|0|1489512367472|0|
1|63119|0|OGIER|OGIER|20|||GB|1 345 949 9876|||1 345 949 9877|KY||DMY|||||||0|BPROF|0|||||GB|||0|20170314|135447|20240424|376|JROZYCKA|0|1713973585881|0|
1|63120|0|MARWIN LOFTETEKNIKK AS|MARWIN LOF|20|||GB|+47 3598 5880|+47 4021 6076|||NO||DMY||NO985505705MVA|||||0|OEMOTHERS|0|||||GB|||208757|20170315|5208|20170315|9|LEIF|0|1489568504808|0|
1|63121|0|ENZED PERTH|ENZED PERT|20|||GB|+61 8 9443 9433|||+61 8 9443 9449|AU||DMY|||||||0|OEMOTHERS|0|||||GB|||208766|20170315|14915|20170315|4|LEIF|0|1489568072772|0|
1|63122|0|BOS INCASSO BV|BOS INCASS|20|||GB|088 267 00 00|||088 267 00 99|NL||DMY|||||||0|PROFSERV|0|||||GB|||208846|20170315|163752|20170315|375|LNGO|0|1489621183022|0|
1|63123|0|ZODIAC AEROSPACE SERVICES ASIA P/L|ZODIAC AER|20|||GB|+65 6579 2230|||+65 6579 2231|SG||DMY|||||||0|OEMOTHERS|0|||||GB|||208872|20170316|12829|20170316|6|LEIF|0|1489653550614|0|
1|63124|0|AS AUTO ELEKTRO ( USE# 41039)|AS AUTO EL|90|||GB|+4771565960|||+4771565961|NO||DMY||NO918542272MVA|||||0|OTHERS|0|||||GB|||208940|20170317|10246|20180510|5|LNGO|0|1525975331366|0|
1|63125|0|POLYGON 9 ENGINEERING AS|POLYGON 9|20|||GB|||||NO||DMY|||||||0|PROFSERV|0|||||GB|||208972|20170317|92143|20170317|378|LNGO|0|1489767853141|0|
1|63126|0|DE FACTO|DE FACTO|20|||GB|||||NO||DMY|||||||0|PROFSERV|0|||||GB|||208975|20170317|92702|20170317|381|LNGO|0|1489768070994|0|
1|63127|0|AMCAP DISTRIBUTION CENTRE|AMCAP DIST|20|||GB|+61 8 9351 4830|+61 8 9351 6666||+61 8 9351 6666|AU||DMY|||||||0|OEMOTHERS|0|||||GB|||209051|20170320|4702|20170613|8|LEIF|0|1497346705566|0|
1|63128|0|STEELCRAFT|STEELCRAFT|20|||GB|1-800-265-8840|||519-884-9630|CA||DMY|||||||0|FACILITIES|0|||||GB|||209102|20170320|111946|20170320|384|LNGO|0|1490034063701|0|
1|63129|0|X2 INCOR AS|X2 INCOR A|20|||GB|||||NO||DMY|||||||0|PROFSERV|0|||||GB|||209206|20170322|85551|20170322|387|LNGO|0|1490198235181|0|
1|63130|0|BOULEVARD ADVERTISING INC|BOULEVARD|20|||GB|604 277 5886|||888 837 6295|CA||DMY|||||||0|FACILITIES|0|||||GB|||209226|20170322|132922|20170322|391|LNGO|0|1490214654270|0|
1|63131|0|BELASTINGEN HAARLEMMERMEER|BELASTINGE|20|||GB|||||NL||DMY|||||||0|FACILITIES|0|||||GB|||209289|20170322|180719|20170322|394|YSHAM|0|1490234468125|0|
1|63132|0|LOOKOUT NEWSPAPTER&CREATIVE SERVICES|LOOKOUT NE|20|||GB|||||CA||DMY|||||||0|HRBENEFIT|0|||||GB|||0|20170322|181357|20170322|397|YSHAM|0|1490231797536|0|
1|63133|0|ZODIAC SERVICES AMERICAS LLC|ZODIAC SER|20|||GB|1 678 228 8178|1 732 280 3514|||US||DMY|||||||0|OEMOTHERS|0|||||GB|||209307|20170322|234245|20190526|8|JIRA9957|0|1491286662296|0|
1|63134|0|ABC - ADVANCED BUSINESS EVENTS|ABC - ADVA|20|||GB|+33141864160|||+33146038626|FR||DMY||FR86515013506|||||0|OTHERS|0|||||GB|||209384|20170324|22300|20170324|4|MBORE|0|1490347473785|0|
1|63135|0|KJEMIEXPRESSEN AS|KJEMIEXPRE|20|||GB|+47 33453394|+47 41260264||+47 33453394|NO||DMY|||||||0|OEMOTHERS|0|||||GB|||209408|20170327|4252|20170327|6|LEIF|0|1490678439734|0|
1|63136|0|THE CONVENTION NEWS COMPANY|THE CONVEN|20|||GB|||||US||DMY|||||||0|OTHERS|0|||||GB|||209528|20170327|92324|20170327|400|LNGO|0|1490631907219|0|
1|63137|0|HELIWELDERS CANADA LTD|HELIWELDER|20|||GB|1 604 530 5225|||1 604 530 5226|CA||DMY|||||||0|OEMOTHERS|0|||||GB|||209688|20170329|757|20170329|5|LEIF|0|1490774748608|0|
1|63138|0|CHADBOURNE & PARK LLP|CHADBOURNE|20|||GB|||||US||DMY|||||||0|BPROF|0|||||GB|||209841|20170329|174615|20170329|402|YSHAM|0|1490834827784|0|
1|63139|0|SOLTYSINSKI KAWECKI & SZLEZAK|SOLTYSINSK|20|||GB|||||PL||DMY|||||||0|BPROF|0|||||GB|||209842|20170329|174832|20170329|405|YSHAM|0|1490835016064|0|
1|63140|0|MACHADO, MEYER, SENDACZ E OPICE|MACHADO, M|20|||GB|||||BR||DMY|||||||0|LEGAL|0|||||GB|||209843|20170329|175117|20260721|413|PANDERSON|0|1784670565535|0|
1|63141|0|BUREN NV|BUREN NV|20|||GB|+31(0)703184200|||+31(0)703561340|NL||DMY||NL812350285B01|||||0|LEGAL|0|||||GB|||209844|20170329|175454|20170329|413|JIRA11473|0|1490835395571|0|
1|63142|0|DELAWARE TRUST|DELAWARE T|20|||GB|877-374-6010||||US||DMY|||||||0|BPROF|0|||||GB|||209845|20170329|175711|20170329|413|YSHAM|0|1490835490499|0|
1|63143|0|HELIVERT|HELIVERT|20|||GB|+7 (495) 6452957|||+7 (495) 6452978|RU||DMY|||||||0|OEMOTHERS|0|||||GB|||209852|20170329|235104|20170330|6|LEIF|0|1490862222692|0|
1|63144|0|PDSVISION AS|PDSVISION|20|||GB|483 21 400||||NO||DMY|||||||0|ITSYSTEMS|0|||||GB|||0|20170330|141404|20170330|417|LNGO|0|1490908524069|0|
1|63145|0|OVERHEAD DOOR COMPANY - FORT COLLINS|OVERHEAD D|90|||GB|303 366 4300|||303 360 5404|US||DMY|||||||0|FACILITIES|0|||||GB|||243765|20170330|142140|20180808|421|LNGO|0|1533766671379|0|
1|63146|0|WORKPLACE SAFETY & INSURANCE BOARD|WORKPLACE|20|||GB|||||CA||DMY|||||||0|PAYROLL|0|||||GB|||0|20170330|142808|20260721|424|PANDERSON|0|1784670557876|0|
1|63147|0|WOLF ADVANCED TECHNOLOGY|WOLF ADVAN|20|||GB|1 905 852 1163|||1 905 852 1735|CA||DMY|||||||0|OEMOTHERS|0|||||GB|||210036|20170403|4157|20241122|7|VJADHAV|0|1732280062903|0|
1|63148|0|INDESTRUCTIBLE PAINTS LTD|INDESTRUCT|20|||GB|+44 121 702 2485|+44 121 702 1512||+44 121 778 4338|GB||DMY|||||||0|OEMOTHERS|0|||||GB|||210040|20170403|31831|20260721|5|PANDERSON|0|1784670561619|0|
1|63149|0|EDANOR AS|EDANOR AS|20|||GB|47 909 28 169||||NO||DMY|||||||0|FACILITIES|0|||||GB|||210131|20170403|164837|20170403|426|LNGO|0|1491263368594|0|
1|63150|0|ALLAN MADSEN|ALLAN MADS|20|||GB|47 472 83 001||||NO||DMY|||||||0|OTHERS|0|||||GB|||210212|20170404|94856|20170404|429|LNGO|0|1491324589207|0|
1|63151|0|EAGLE CRANE SERVICE|EAGLE CRAN|20|||GB|604 951 1166|||604 951 6655|CA||DMY|||||||0|OEMOTHERS|0|||||GB|||210215|20170404|95332|20180809|435|LNGO|0|1533850255067|0|
1|63152|0|BENDER ENT. LTD DBA 1-800-GOT-JUNK?|BENDER ENT|20|||GB|604-738-2152||||CA||DMY|||||||0|FACILITIES|0|||||GB|||0|20170404|110802|20170404|435|LNGO|0|1491329359945|0|
1|63153|0|BUNKER OIL BERGEN AS|BUNKER OIL|20|||GB|47 55 11 95 30|||47 55 11 95 33|NO||DMY|||||||0|FUEL|0|||||GB|||0|20170404|162218|20170404|438|LNGO|0|1491348206296|0|
1|63154|0|METTLER-TOLEDO LIMITED|METTLER-TO|20|||GB|+61 8 9248 5299|+61 4 1257 2593|||AU||DMY|||||||0|OEMOTHERS|0|||||GB|||210350|20170405|232515|20170406|8|LEIF|0|1491462456968|0|
1|63155|0|KINSTELLAR LLP|KINSTELLAR|20|||GB|+7 727 355 0530|||+7 727 355 0540|KZ||DMY|||||||0|LEGAL|0|||||GB|||210376|20170406|83259|20170406|441|JIRA11473|0|1491492889769|0|
1|63156|0|TIMPEX AS|TIMPEX AS|90|||GB|+4771222600||||NO||DMY||NO942986009MVA|||||0|ITSYSTEMS|0|||||GB|||210405|20170407|4451|20200422|5|LNGO|0|1587579078982|0|
1|63157|0|TACOFINO CANTINA|TACOFINO C|20|||GB|604-253-TACO||||CA||DMY|||||||0|FACILITIES|0|||||GB|||0|20170407|143906|20170407|9|LNGO|0|1491601289636|0|
1|63158|0|TITAN TENTS|TITAN TENT|20|||GB|||||CA||DMY|||||||0|FACILITIES|0|||||GB|||210447|20170407|144343|20170407|12|LNGO|0|1491601463748|0|
1|63159|0|PSO PROFESSIONAL SERVICES|PSO PROFES|20|||GB|613 203 5957||||CA||DMY|||||||0|PROFSERV|0|||||GB|||294017|20170410|171204|20220504|17|YSHAM|0|1651682829635|0|
1|63160|0|WILLIS TOWER WATSON AS|WILLIS TOW|20|||GB|47 51 84 02 20||||NO||DMY|||||||0|INSURANCE|0|||||GB|||210658|20170412|84932|20260721|21|PANDERSON|0|1784670561464|0|
1|63161|0|IMAGECUBE ENTERPRISES INC ( IMAGECUB|IMAGECUBE|20|||GB|604-218-3039||||CA||DMY||838518702RT|||||0|FACILITIES|0|||||GB|||210675|20170412|124540|20170412|21|LNGO|0|1492026411119|0|
1|63162|0|AERFLEET TECH INC|AERFLEET T|20|||GB|604 729 7403||||CA||DMY|||||||0|PROFSERV|0|||||GB|||210747|20170413|81429|20170413|24|LNGO|0|1492096559610|0|
1|63163|0|FIREBLADE AVIATION PTY LTD|FIREBLADE|20|||GB|27 10 595 3920||||ZA||DMY||4070264900|||||0|FACILITIES|0|||||GB|||210755|20170413|95749|20170413|27|LNGO|0|1492102785491|0|
1|63164|0|RYSTAD ENERGY, INC|RYSTAD ENE|20|||GB|USA|281-231-2600|||US||DMY|||||||0|TRAINING|0|||||GB|||0|20170413|161408|20190526|30|JIRA9957|0|1492125353721|0|
1|63165|0|ZRYW JUNIOR|ZRYW JUNIO|20|||GB|+48660798630||||PL||DMY||5170287210|||||0|OTHERS|0|||||GB|||210835|20170417|235513|20170417|4|MBORE|0|1492498622672|0|
1|63166|0|FORCEAMP.COM LLC|FORCEAMP.C|20|||GB|+13193830200 #3|||+13038455072|US||DMY|||||||0|ITSYSTEMS|0|||||GB|||210843|20170418|402|20170727|10|YSHAM|0|1501183673103|0|
1|63167|0|DOR-CEL SP.Z.O.O.|DOR-CEL SP|20|||GB|+48223009157|+48605046231||+48226068785|PL||DMY||5222443166|||||0|FREIGHT|0|||||GB|||210845|20170418|1349|20170418|4|MBORE|0|1492499754785|0|
1|63168|0|DIAB AMERICAS LP|DIAB AMERI|20|||GB|1 972 228 7660|1 972 228 7685||1 972 224 9005|US||DMY|||||||0|OEMOTHERS|0|||||GB|||210971|20170419|15234|20170419|6|LEIF|0|1492593203737|0|
