tdcono|tddivi|tdidtr|tdmvxp|tdextp|tdmvxd|tdmbmd|tdtx15|tdtx40|tdtxid|tdrgdt|tdrgtm|tdlmdt|tdchno|tdchid
100||142|||C22|0320580130000NE|0320580130000NE|0320580130000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0320580130000SA|0320580130000SA|0320580130000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0347996840000NE|0347996840000NE|0347996840000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0347996840000SA|0347996840000SA|0347996840000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0351385100000NE|0351385100000NE|0351385100000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0351385100000SA|0351385100000SA|0351385100000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0353757570000NE|0353757570000NE|0353757570000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0353757570000SA|0353757570000SA|0353757570000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0356123450000NE|0356123450000NE|0356123450000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0356123450000SA|0356123450000SA|0356123450000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|038824876NE|038824876NE|038824876NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|038824876SA|038824876SA|038824876SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0403560600000NE|0403560600000NE|0403560600000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0403560600000SA|0403560600000SA|0403560600000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0423707340001NE|0423707340001NE|0423707340001NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0423707340001SA|0423707340001SA|0423707340001SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0423707340002NE|0423707340002NE|0423707340002NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0423707340002SA|0423707340002SA|0423707340002SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0423707340004NE|0423707340004NE|0423707340004NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0423707340004SA|0423707340004SA|0423707340004SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0423707340006NE|0423707340006NE|0423707340006NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0423707340006SA|0423707340006SA|0423707340006SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0446280680000NE|0446280680000NE|0446280680000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0446280680000SA|0446280680000SA|0446280680000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0517639690000NE|0517639690000NE|0517639690000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0517639690000SA|0517639690000SA|0517639690000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|052129129NE|052129129NE|052129129NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|052129129SA|052129129SA|052129129SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0528310470000NE|0528310470000NE|0528310470000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0528310470000SA|0528310470000SA|0528310470000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0530460250000NE|0530460250000NE|0530460250000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0530460250000SA|0530460250000SA|0530460250000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0534744210000NE|0534744210000NE|0534744210000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0534744210000SA|0534744210000SA|0534744210000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0539452590000NE|0539452590000NE|0539452590000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0539452590000SA|0539452590000SA|0539452590000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|057230799NE|057230799NE|057230799NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|057230799SA|057230799SA|057230799SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0588222890000NE|0588222890000NE|0588222890000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0588222890000SA|0588222890000SA|0588222890000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0591586340000NE|0591586340000NE|0591586340000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0591586340000SA|0591586340000SA|0591586340000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0635180540000NE|0635180540000NE|0635180540000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0635180540000SA|0635180540000SA|0635180540000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0663657840000NE|0663657840000NE|0663657840000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0663657840000SA|0663657840000SA|0663657840000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0787361800000NE|0787361800000NE|0787361800000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0787361800000SA|0787361800000SA|0787361800000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0787405000000NE|0787405000000NE|0787405000000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0787405000000SA|0787405000000SA|0787405000000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0790517230000NE|0790517230000NE|0790517230000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0790517230000SA|0790517230000SA|0790517230000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0791463240000NE|0791463240000NE|0791463240000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0791463240000SA|0791463240000SA|0791463240000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0794223490000NE|0794223490000NE|0794223490000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0794223490000SA|0794223490000SA|0794223490000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0828519730000NE|0828519730000NE|0828519730000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0828519730000SA|0828519730000SA|0828519730000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0845674570000NE|0845674570000NE|0845674570000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0845674570000SA|0845674570000SA|0845674570000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|088694260NE|088694260NE|088694260NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|088694260SA|088694260SA|088694260SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0981745920000NE|0981745920000NE|0981745920000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0981745920000SA|0981745920000SA|0981745920000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0995729920000NE|0995729920000NE|0995729920000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|0995729920000SA|0995729920000SA|0995729920000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1030175700000NE|1030175700000NE|1030175700000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1030175700000SA|1030175700000SA|1030175700000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|103391843NE|103391843NE|103391843NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|103391843SA|103391843SA|103391843SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1123599220000NE|1123599220000NE|1123599220000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1123599220000SA|1123599220000SA|1123599220000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1124515340000NE|1124515340000NE|1124515340000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1124515340000SA|1124515340000SA|1124515340000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|113112861NE|113112861NE|113112861NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|113112861SA|113112861SA|113112861SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|113694512NE|113694512NE|113694512NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|113694512SA|113694512SA|113694512SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|116489NE|116489NE|116489NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|116489SA|116489SA|116489SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1223609720000NE|1223609720000NE|1223609720000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1223609720000SA|1223609720000SA|1223609720000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|122712NE|122712NE|122712NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|122712SA|122712SA|122712SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1229487500000NE|1229487500000NE|1229487500000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1229487500000SA|1229487500000SA|1229487500000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|127724537NE|127724537NE|127724537NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|127724537SA|127724537SA|127724537SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|139182NE|139182NE|139182NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|139182SA|139182SA|139182SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|139531NE|139531NE|139531NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|139531SA|139531SA|139531SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1418835410000NE|1418835410000NE|1418835410000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1418835410000SA|1418835410000SA|1418835410000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1434459350000NE|1434459350000NE|1434459350000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1434459350000SA|1434459350000SA|1434459350000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|153320NE|153320NE|153320NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|153320SA|153320SA|153320SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|153322NE|153322NE|153322NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|153322SA|153322SA|153322SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|153549NE|153549NE|153549NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|153549SA|153549SA|153549SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|154191NE|154191NE|154191NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|154191SA|154191SA|154191SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1542398000000NE|1542398000000NE|1542398000000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1542398000000SA|1542398000000SA|1542398000000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1577962510000NE|1577962510000NE|1577962510000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1577962510000SA|1577962510000SA|1577962510000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1598686240000NE|1598686240000NE|1598686240000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1598686240000SA|1598686240000SA|1598686240000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|165319NE|165319NE|165319NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|165319SA|165319SA|165319SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1684664510000NE|1684664510000NE|1684664510000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1684664510000SA|1684664510000SA|1684664510000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|170169NE|170169NE|170169NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|170169SA|170169SA|170169SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|17485NE|17485NE|17485NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|17485SA|17485SA|17485SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|183602NE|183602NE|183602NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|183602SA|183602SA|183602SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1914465250000NE|1914465250000NE|1914465250000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1914465250000SA|1914465250000SA|1914465250000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1948450120000NE|1948450120000NE|1948450120000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|1948450120000SA|1948450120000SA|1948450120000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|200495NE|200495NE|200495NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|200495SA|200495SA|200495SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|200699000NE|200699000NE|200699000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|200699000SA|200699000SA|200699000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|211171NE|211171NE|211171NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|211171SA|211171SA|211171SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|25120NE|25120NE|25120NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|25120SA|25120SA|25120SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|2521335170360NE|2521335170360NE|2521335170360NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|2521335170360SA|2521335170360SA|2521335170360SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|2521335173205NE|2521335173205NE|2521335173205NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|2521335173205SA|2521335173205SA|2521335173205SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|27707NE|27707NE|27707NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|27707SA|27707SA|27707SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|288302NE|288302NE|288302NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|288302SA|288302SA|288302SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|28908NE|28908NE|28908NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|28908SA|28908SA|28908SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|29982NE|29982NE|29982NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|29982SA|29982SA|29982SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|312037NE|312037NE|312037NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|312037SA|312037SA|312037SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|3318NE|3318NE|3318NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|3318SA|3318SA|3318SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|3619643280000NE|3619643280000NE|3619643280000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|3619643280000SA|3619643280000SA|3619643280000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|4720NE|4720NE|4720NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|4720SA|4720SA|4720SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6058393770000NE|6058393770000NE|6058393770000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6058393770000SA|6058393770000SA|6058393770000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|609815618NE|609815618NE|609815618NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|609815618SA|609815618SA|609815618SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6173341720000NE|6173341720000NE|6173341720000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6173341720000SA|6173341720000SA|6173341720000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6207930670000NE|6207930670000NE|6207930670000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6207930670000SA|6207930670000SA|6207930670000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|621418185NE|621418185NE|621418185NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|621418185SA|621418185SA|621418185SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6227663760000NE|6227663760000NE|6227663760000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6227663760000SA|6227663760000SA|6227663760000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6233404240000NE|6233404240000NE|6233404240000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6233404240000SA|6233404240000SA|6233404240000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|64503NE|64503NE|64503NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|64503SA|64503SA|64503SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6516388972NE|6516388972NE|6516388972NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|6516388972SA|6516388972SA|6516388972SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|74946NE|74946NE|74946NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|74946SA|74946SA|74946SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|77375NE|77375NE|77375NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|77375SA|77375SA|77375SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|7853277430000NE|7853277430000NE|7853277430000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|7853277430000SA|7853277430000SA|7853277430000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|79-244-2543NE|79-244-2543NE|79-244-2543NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|79-244-2543SA|79-244-2543SA|79-244-2543SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|7951404330000NE|7951404330000NE|7951404330000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|7951404330000SA|7951404330000SA|7951404330000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|7969234490000NE|7969234490000NE|7969234490000NE|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|7969234490000SA|7969234490000SA|7969234490000SA|0|20260505|132136|20260505|1|SCOUGHLAN
100||142|||C22|7990097820000NE|7990097820000NE|7990097820000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7990097820000SA|7990097820000SA|7990097820000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991261720000NE|7991261720000NE|7991261720000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991261720000SA|7991261720000SA|7991261720000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991262710000NE|7991262710000NE|7991262710000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991262710000SA|7991262710000SA|7991262710000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991264200000NE|7991264200000NE|7991264200000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991264200000SA|7991264200000SA|7991264200000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991272040000NE|7991272040000NE|7991272040000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991272040000SA|7991272040000SA|7991272040000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991281520000NE|7991281520000NE|7991281520000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|7991281520000SA|7991281520000SA|7991281520000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8003602231NE|8003602231NE|8003602231NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8003602231SA|8003602231SA|8003602231SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8051669640000NE|8051669640000NE|8051669640000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8051669640000SA|8051669640000SA|8051669640000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8062922440000NE|8062922440000NE|8062922440000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8062922440000SA|8062922440000SA|8062922440000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8065506040000NE|8065506040000NE|8065506040000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8065506040000SA|8065506040000SA|8065506040000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8092014110000NE|8092014110000NE|8092014110000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8092014110000SA|8092014110000SA|8092014110000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8250728200000NE|8250728200000NE|8250728200000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8250728200000SA|8250728200000SA|8250728200000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8250729600000NE|8250729600000NE|8250729600000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8250729600000SA|8250729600000SA|8250729600000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8355689650000NE|8355689650000NE|8355689650000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8355689650000SA|8355689650000SA|8355689650000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||142|||C22|8360573980000NE|8360573980000NE|8360573980000NE|0|20260505|132137|20260505|1|SCOUGHLAN
100||149|||C22|8360573980000SA|8360573980000SA|8360573980000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||158|||C22|85119SA|85119SA|85119SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||158|||CPU|VALIDTEDL|VALIDTEDL|VALIDTEDL|0|20260505|132129|20260505|1|SCOUGHLAN
100||158|||IA|RSCD|TransCode|Transaction Reason Code|0|20260505|132129|20260505|1|SCOUGHLAN
100||158|||PFQ|TEDL|ShipTerms|Delivery Term|0|20260505|132129|20260505|1|SCOUGHLAN
100||158|||Y|010|Valid Action Co|Valid Action Code|0|20260505|132129|20260505|1|SCOUGHLAN
100||166|||C22|9293239390000SA|9293239390000SA|9293239390000SA|0|20260505|132137|20260505|1|SCOUGHLAN
100||166|||CH1|USMAIL|CH1|CH1|0|20260505|132133|20260505|1|SCOUGHLAN
100||166|||CHR|RETURN|CHR|CHR|0|20260505|132133|20260505|1|SCOUGHLAN
100||167|||855|101734|101734|101734|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|10813|10813|10813|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|116489|116489|116489|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|11750|11750|11750|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|122712|122712|122712|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|139182|139182|139182|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|139217|139217|139217|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|140130|140130|140130|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|142145|142145|142145|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|142767|142767|142767|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|145487|145487|145487|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|15247|15247|15247|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|153320|153320|153320|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|153322|153322|153322|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|153549|153549|153549|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|154053|154053|154053|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|154191|154191|154191|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|17485|17485|17485|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|182822|182822|182822|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|183602|183602|183602|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|18997|18997|18997|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|19093|19093|19093|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|21965|21965|21965|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|23637|23637|23637|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|241055|241055|241055|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|24316|24316|24316|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|25020|25020|25020|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|25120|25120|25120|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|263391|263391|263391|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|26483|26483|26483|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|27707|27707|27707|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|28131|28131|28131|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|287|287|287|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|288302|288302|288302|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|28908|28908|28908|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|29982|29982|29982|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|304|304|304|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|312037|312037|312037|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|3318|3318|3318|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|36949|36949|36949|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|444|444|444|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|4720|4720|4720|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|4764|4764|4764|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|52197|52197|52197|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|533153|533153|533153|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|588142|588142|588142|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|6287|6287|6287|0|20260505|132137|20260505|1|SCOUGHLAN
100||167|||855|64503|64503|64503|0|20260505|132137|20260505|1|SCOUGHLAN
